('3', '9')
('3', '11')
('3', '15')
('3', '19')
('9', '11')
('9', '15')
('9', '19')
('11', '15')
('11', '19')
('15', '19')
('31', '32')
('36', '37')
('36', '38')
('36', '39')
('36', '41')
('37', '38')
('37', '39')
('37', '41')
('38', '39')
('38', '41')
('39', '41')
('38', '39')
('38', '47')
('38', '48')
('39', '47')
('39', '48')
('47', '48')
('38', '39')
('38', '48')
('38', '49')
('38', '55')
('38', '56')
('39', '48')
('39', '49')
('39', '55')
('39', '56')
('48', '49')
('48', '55')
('48', '56')
('49', '55')
('49', '56')
('55', '56')
('32', '41')
('32', '60')
('41', '60')
('3', '39')
('3', '48')
('39', '48')
('65', '66')
('65', '67')
('66', '67')
('39', '78')
('39', '79')
('78', '79')
('36', '38')
('36', '39')
('36', '41')
('36', '48')
('36', '79')
('38', '39')
('38', '41')
('38', '48')
('38', '79')
('39', '41')
('39', '48')
('39', '79')
('41', '48')
('41', '79')
('48', '79')
('39', '48')
('39', '89')
('39', '92')
('39', '95')
('39', '101')
('48', '89')
('48', '92')
('48', '95')
('48', '101')
('89', '92')
('89', '95')
('89', '101')
('92', '95')
('92', '101')
('95', '101')
('36', '38')
('36', '39')
('36', '48')
('36', '89')
('38', '39')
('38', '48')
('38', '89')
('39', '48')
('39', '89')
('48', '89')
('39', '41')
('39', '104')
('39', '105')
('41', '104')
('41', '105')
('104', '105')
('38', '39')
('38', '41')
('38', '110')
('39', '41')
('39', '110')
('41', '110')
('39', '117')
('123', '124')
('39', '48')
('39', '140')
('39', '146')
('39', '147')
('48', '140')
('48', '146')
('48', '147')
('140', '146')
('140', '147')
('146', '147')
('39', '152')
('38', '39')
('38', '56')
('38', '155')
('39', '56')
('39', '155')
('56', '155')
('48', '156')
('39', '41')
('39', '48')
('41', '48')
('38', '39')
('38', '48')
('38', '170')
('39', '48')
('39', '170')
('48', '170')
('32', '39')
('32', '41')
('32', '48')
('32', '178')
('39', '41')
('39', '48')
('39', '178')
('41', '48')
('41', '178')
('48', '178')
('32', '38')
('32', '39')
('32', '47')
('32', '48')
('32', '179')
('38', '39')
('38', '47')
('38', '48')
('38', '179')
('39', '47')
('39', '48')
('39', '179')
('47', '48')
('47', '179')
('48', '179')
('39', '184')
('39', '185')
('39', '186')
('184', '185')
('184', '186')
('185', '186')
('36', '38')
('36', '41')
('36', '48')
('36', '140')
('38', '41')
('38', '48')
('38', '140')
('41', '48')
('41', '140')
('48', '140')
('39', '48')
('39', '186')
('39', '193')
('39', '195')
('39', '200')
('48', '186')
('48', '193')
('48', '195')
('48', '200')
('186', '193')
('186', '195')
('186', '200')
('193', '195')
('193', '200')
('195', '200')
('39', '201')
('39', '208')
('39', '209')
('201', '208')
('201', '209')
('208', '209')
('39', '65')
('39', '193')
('65', '193')
('39', '41')
('39', '48')
('39', '230')
('41', '48')
('41', '230')
('48', '230')
('36', '38')
('36', '39')
('36', '237')
('36', '242')
('38', '39')
('38', '237')
('38', '242')
('39', '237')
('39', '242')
('237', '242')
('39', '41')
('39', '48')
('39', '246')
('39', '249')
('41', '48')
('41', '246')
('41', '249')
('48', '246')
('48', '249')
('246', '249')
('39', '48')
('39', '65')
('39', '251')
('48', '65')
('48', '251')
('65', '251')
('48', '230')
('39', '48')
('39', '66')
('39', '78')
('39', '242')
('39', '255')
('39', '256')
('39', '258')
('39', '259')
('48', '66')
('48', '78')
('48', '242')
('48', '255')
('48', '256')
('48', '258')
('48', '259')
('66', '78')
('66', '242')
('66', '255')
('66', '256')
('66', '258')
('66', '259')
('78', '242')
('78', '255')
('78', '256')
('78', '258')
('78', '259')
('242', '255')
('242', '256')
('242', '258')
('242', '259')
('255', '256')
('255', '258')
('255', '259')
('256', '258')
('256', '259')
('258', '259')
('39', '48')
('36', '38')
('36', '39')
('36', '225')
('36', '264')
('38', '39')
('38', '225')
('38', '264')
('39', '225')
('39', '264')
('225', '264')
('39', '242')
('39', '269')
('39', '270')
('39', '271')
('242', '269')
('242', '270')
('242', '271')
('269', '270')
('269', '271')
('270', '271')
('39', '48')
('39', '79')
('39', '146')
('39', '237')
('39', '256')
('48', '79')
('48', '146')
('48', '237')
('48', '256')
('79', '146')
('79', '237')
('79', '256')
('146', '237')
('146', '256')
('237', '256')
('32', '38')
('32', '39')
('32', '48')
('32', '276')
('32', '278')
('32', '281')
('32', '282')
('38', '39')
('38', '48')
('38', '276')
('38', '278')
('38', '281')
('38', '282')
('39', '48')
('39', '276')
('39', '278')
('39', '281')
('39', '282')
('48', '276')
('48', '278')
('48', '281')
('48', '282')
('276', '278')
('276', '281')
('276', '282')
('278', '281')
('278', '282')
('281', '282')
('39', '48')
('38', '39')
('38', '48')
('38', '95')
('38', '105')
('38', '286')
('39', '48')
('39', '95')
('39', '105')
('39', '286')
('48', '95')
('48', '105')
('48', '286')
('95', '105')
('95', '286')
('105', '286')
('39', '41')
('39', '48')
('39', '291')
('41', '48')
('41', '291')
('48', '291')
('36', '38')
('36', '39')
('36', '105')
('36', '310')
('38', '39')
('38', '105')
('38', '310')
('39', '105')
('39', '310')
('105', '310')
('39', '48')
('39', '152')
('39', '161')
('48', '152')
('48', '161')
('152', '161')
('48', '331')
('48', '334')
('48', '337')
('48', '338')
('331', '334')
('331', '337')
('331', '338')
('334', '337')
('334', '338')
('337', '338')
('37', '38')
('37', '41')
('37', '48')
('37', '147')
('37', '340')
('37', '344')
('37', '347')
('38', '41')
('38', '48')
('38', '147')
('38', '340')
('38', '344')
('38', '347')
('41', '48')
('41', '147')
('41', '340')
('41', '344')
('41', '347')
('48', '147')
('48', '340')
('48', '344')
('48', '347')
('147', '340')
('147', '344')
('147', '347')
('340', '344')
('340', '347')
('344', '347')
('32', '39')
('32', '41')
('32', '48')
('39', '41')
('39', '48')
('41', '48')
('48', '357')
('48', '359')
('357', '359')
('38', '39')
('38', '41')
('38', '48')
('38', '60')
('38', '371')
('39', '41')
('39', '48')
('39', '60')
('39', '371')
('41', '48')
('41', '60')
('41', '371')
('48', '60')
('48', '371')
('60', '371')
('11', '39')
('11', '41')
('11', '48')
('11', '65')
('11', '89')
('11', '381')
('39', '41')
('39', '48')
('39', '65')
('39', '89')
('39', '381')
('41', '48')
('41', '65')
('41', '89')
('41', '381')
('48', '65')
('48', '89')
('48', '381')
('65', '89')
('65', '381')
('89', '381')
('38', '41')
('38', '390')
('41', '390')
('38', '55')
('32', '152')
('32', '201')
('32', '258')
('32', '340')
('32', '396')
('152', '201')
('152', '258')
('152', '340')
('152', '396')
('201', '258')
('201', '340')
('201', '396')
('258', '340')
('258', '396')
('340', '396')
('48', '89')
('48', '101')
('48', '179')
('48', '186')
('48', '258')
('48', '340')
